Msg::1::78.7717::void  Msg() {
compare_read::61::300.9199::      if ((applied_transforms & PNG_TRANSFORM_SHIFT) == 0 ||
compare_read::62::411.9315::         (dp->active_transforms & PNG_TRANSFORM_SHIFT) == 0 ||
compare_read::63::296.5506::         color_type == PNG_COLOR_TYPE_PALETTE)
compare_read::64::72.0425::      {
compare_read::65::146.3619::         unsigned long y;
compare_read::66::284.5043::         for (y=0; y<height; ++y)
compare_read::67::92.1220::         {
compare_read::68::261.6404::            png_bytep row = rows[y];
compare_read::69::329.9835::            png_bytep orig = dp->original_rows[y];
compare_read::70::484.8565::            if (memcmp(row, orig, rowbytes-(mask != 0)) != 0 || (mask != 0 &&
compare_read::71::480.3149::               ((row[rowbytes-1] & mask) != (orig[rowbytes-1] & mask))))
compare_read::72::115.8245::            {
compare_read::73::196.5358::               size_t x;
compare_read::74::223.2268::               /* Find the first error */
compare_read::75::356.3912::               for (x=0; x<rowbytes-1; ++x)
compare_read::76::318.5821::                  if (row[x] != orig[x])
compare_read::77::205.6626::                     break;
compare_read::78::294.6907::               display_log(dp, APP_FAIL,
compare_read::79::488.4658::                  "byte(%lu,%lu) changed 0x%.2x -> 0x%.2x",
compare_read::80::474.6198::                  (unsigned long)x, (unsigned long)y, orig[x], row[x]);
compare_read::81::392.9291::               return 0; /* don't keep reporting failed rows on 'continue' */
compare_read::82::49.0469::            }
compare_read::85::78.2496::      else
compare_read::86::245.7176::#     ifdef PNG_sBIT_SUPPORTED
compare_read::87::76.6626::      {
compare_read::88::150.7462::         unsigned long y;
compare_read::89::385.2671::         int bpp;   /* bits-per-pixel then bytes-per-pixel */
compare_read::90::246.3275::         /* components are up to 8 bytes in size */
compare_read::91::217.8008::         png_byte sig_bits[8];
compare_read::92::219.4117::         png_color_8p sBIT;
compare_read::93::588.3719::         if (png_get_sBIT(dp->read_pp, dp->read_ip, &sBIT) != PNG_INFO_sBIT)
compare_read::94::290.2959::            display_log(dp, INTERNAL_ERROR,
compare_read::95::293.7272::               "active shift transform but no sBIT in file");
compare_read::96::167.3410::         switch (color_type)
compare_read::97::94.6466::         {
compare_read::98::250.1847::            case PNG_COLOR_TYPE_GRAY:
compare_read::99::300.8415::               sig_bits[0] = sBIT->gray;
compare_read::100::225.8890::               bpp = bit_depth;
compare_read::101::163.8017::               break;
compare_read::102::242.8253::            case PNG_COLOR_TYPE_GA:
compare_read::103::313.8832::               sig_bits[0] = sBIT->gray;
compare_read::104::316.4859::               sig_bits[1] = sBIT->alpha;
compare_read::105::272.5826::               bpp = 2 * bit_depth;
compare_read::106::168.2190::               break;
compare_read::107::249.3416::            case PNG_COLOR_TYPE_RGB:
compare_read::108::332.7331::               sig_bits[0] = sBIT->red;
compare_read::109::89.1479::               sig_bits[1] = sBIT->green;
compare_read::110::359.9391::               sig_bits[2] = sBIT->blue;
compare_read::111::292.5981::               bpp = 3 * bit_depth;
compare_read::112::173.9314::               break;
compare_read::113::269.3514::            case PNG_COLOR_TYPE_RGBA:
compare_read::114::326.8246::               sig_bits[0] = sBIT->red;
compare_read::115::318.6238::               sig_bits[1] = sBIT->green;
compare_read::116::317.0604::               sig_bits[2] = sBIT->blue;
compare_read::117::328.6462::               sig_bits[3] = sBIT->alpha;
compare_read::118::273.6442::               bpp = 4 * bit_depth;
compare_read::119::169.8726::               break;
compare_read::120::142.9479::            default:
compare_read::121::438.1010::               display_log(dp, LIBPNG_ERROR, "invalid colour type %d",
compare_read::122::208.0551::                  color_type);
compare_read::123::243.1891::               /*NOTREACHED*/
compare_read::124::421.3646::               memset(sig_bits, 0, sizeof(sig_bits));
compare_read::125::208.6408::               bpp = 0;
compare_read::126::172.6768::               break;
compare_read::127::95.8567::         }
compare_read::128::101.5870::         {
compare_read::129::162.4761::            int b;
compare_read::130::379.2011::            for (b=0; 8*b<bpp; ++b)
compare_read::131::121.8580::            {
compare_read::132::376.3453::               /* libpng should catch this; if not there is a security issue
compare_read::133::435.0735::                * because an app (like this one) may overflow an array. In fact
compare_read::134::318.1592::                * libpng doesn't catch this at present.
compare_read::135::156.2150::                */
compare_read::136::549.5792::               if (sig_bits[b] == 0 || sig_bits[b] > bit_depth/*!palette*/)
compare_read::137::329.9856::                  display_log(dp, LIBPNG_BUG,
compare_read::138::487.9561::                     "invalid sBIT[%u]  value %d returned for PNG bit depth %d",
compare_read::139::359.2841::                     b, sig_bits[b], bit_depth);
compare_read::140::118.2836::            }
compare_read::141::93.8809::         }
compare_read::142::284.6443::         if (bpp < 8 && bpp != bit_depth)
compare_read::143::93.6070::         {
compare_read::144::391.4409::            /* sanity check; this is a grayscale PNG; something is wrong in the
compare_read::145::172.2516::             * code above.
compare_read::146::131.5670::             */
compare_read::147::500.6223::            display_log(dp, INTERNAL_ERROR, "invalid bpp %u for bit_depth %u",
compare_read::148::244.5155::               bpp, bit_depth);
compare_read::149::94.1701::         }
compare_read::150::179.1082::         switch (bit_depth)
compare_read::151::99.4335::         {
compare_read::152::161.7289::            int b;
compare_read::153::360.0168::            case 16: /* Two bytes per component, big-endian */
compare_read::154::391.2102::               for (b = (bpp >> 4); b > 0; --b)
compare_read::155::21.2745::               {
compare_read::156::500.2518::                  unsigned int sig = (unsigned int)(0xffff0000 >> sig_bits[b]);
compare_read::157::448.5015::                  sig_bits[2*b+1] = (png_byte)sig;
compare_read::158::572.6779::                  sig_bits[2*b+0] = (png_byte)(sig >> 8); /* big-endian */
compare_read::159::139.3541::               }
compare_read::160::160.3615::               break;
compare_read::161::260.9388::            case 8: /* One byte per component */
compare_read::162::377.6410::               for (b=0; b*8 < bpp; ++b)
compare_read::163::480.1555::                  sig_bits[b] = (png_byte)(0xff00 >> sig_bits[b]);
compare_read::164::161.3460::               break;
compare_read::165::267.0869::            case 1: /* allowed, but dumb */
compare_read::166::212.0527::               /* Value is 1 */
compare_read::167::278.9848::               sig_bits[0] = 0xff;
compare_read::168::163.9791::               break;
compare_read::169::263.1660::            case 2: /* Replicate 4 times */
compare_read::170::253.4015::               /* Value is 1 or 2 */
compare_read::171::451.2397::               b = 0x3 & ((0x3<<2) >> sig_bits[0]);
compare_read::172::245.8520::               b |= b << 2;
compare_read::173::243.2145::               b |= b << 4;
compare_read::174::354.7880::               sig_bits[0] = (png_byte)b;
compare_read::175::122.1796::               break;
compare_read::176::270.1508::            case 4: /* Replicate twice */
compare_read::177::340.8809::               /* Value is 1, 2, 3 or 4 */
compare_read::178::423.2574::               b = 0xf & ((0xf << 4) >> sig_bits[0]);
compare_read::179::235.3032::               b |= b << 4;
compare_read::180::328.5641::               sig_bits[0] = (png_byte)b;
compare_read::181::161.8552::               break;
compare_read::182::133.8548::            default:
compare_read::183::485.2470::               display_log(dp, LIBPNG_BUG, "invalid bit depth %d", bit_depth);
compare_read::184::160.1091::               break;
compare_read::185::95.7783::         }
compare_read::186::411.6283::         /* Convert bpp to bytes; this gives '1' for low-bit depth grayscale,
compare_read::187::228.4097::          * where there are multiple pixels per byte.
compare_read::188::102.5043::          */
compare_read::189::247.0662::         bpp = (bpp+7) >> 3;
compare_read::190::302.2396::         /* The mask can be combined with sig_bits[0] */
compare_read::191::174.3114::         if (mask != 0)
compare_read::192::95.3945::         {
compare_read::193::231.4883::            mask &= sig_bits[0];
compare_read::194::277.6985::            if (bpp != 1 || mask == 0)
compare_read::195::478.4922::               display_log(dp, INTERNAL_ERROR, "mask calculation error %u, %u",
compare_read::196::229.9563::                  bpp, mask);
compare_read::197::92.3212::         }
compare_read::198::303.0665::         for (y=0; y<height; ++y)
compare_read::199::100.6886::         {
compare_read::200::57.6331::            png_bytep row = rows[y];
compare_read::201::397.0280::            png_bytep orig = dp->original_rows[y];
compare_read::202::183.3941::            unsigned long x;
compare_read::203::447.1700::            for (x=0; x<(width-(mask!=0)); ++x)
compare_read::204::120.2558::            {
compare_read::205::182.8610::               int b;
compare_read::206::355.4808::               for (b=0; b<bpp; ++b)
compare_read::207::138.5276::               {
compare_read::208::568.9216::                  if ((*row++ & sig_bits[b]) != (*orig++ & sig_bits[b]))
compare_read::209::166.0044::                  {
compare_read::210::353.2987::                     display_log(dp, APP_FAIL,
compare_read::211::563.2808::                        "significant bits at (%lu[%u],%lu) changed %.2x->%.2x",
compare_read::212::469.7212::                        x, b, y, orig[-1], row[-1]);
compare_read::213::232.8729::                     return 0;
compare_read::214::169.0000::                  }
compare_read::215::147.2036::               }
compare_read::216::122.3713::            }
compare_read::217::420.7863::            if (mask != 0 && (*row & mask) != (*orig & mask))
compare_read::218::123.5658::            {
compare_read::219::310.4845::               display_log(dp, APP_FAIL,
compare_read::220::472.8381::                  "significant bits at (%lu[end],%lu) changed", x, y);
compare_read::221::14.3384::               return 0;
compare_read::222::113.8529::            }
compare_read::223::170.1152::         } /* for y */
compare_read::224::67.5615::      }
compare_read::225::172.0201::#     else /* !sBIT */
compare_read::226::245.2684::         display_log(dp, INTERNAL_ERROR,
compare_read::227::258.7855::               "active shift transform but no sBIT support");
compare_read::228::162.7280::#     endif /* !sBIT */
compare_read::229::43.7493::   }
compare_read::230::149.5421::   return 1; /* compare succeeded */
compare_read::231::29.3356::}
compare_read::232::198.1467::#ifdef PNG_WRITE_PNG_SUPPORTED
compare_read::233::42.1378::static void
compare_read::234::290.9004::buffer_write(struct display *dp, struct buffer *buffer, png_bytep data,
compare_read::235::90.3568::   size_t size)
compare_read::236::213.7470::   /* Generic write function used both from the write callback provided to
compare_read::237::170.0966::    * libpng and from the generic read code.
compare_read::238::54.0330::    */
compare_read::239::33.0621::{
compare_read::240::218.2719::   /* Write the data into the buffer, adding buffers as required */
compare_read::241::179.1818::   struct buffer_list *last = buffer->last;
compare_read::242::192.6407::   size_t end_count = buffer->end_count;
compare_read::243::106.7968::   while (size > 0)
compare_read::244::44.9913::   {
compare_read::245::122.5900::      size_t avail;
compare_read::246::209.7063::      if (end_count >= sizeof last->buffer)
compare_read::247::66.7290::      {
compare_read::248::196.2108::         if (last->next == NULL)
compare_read::249::89.1226::         {
compare_read::250::227.1590::            last = buffer_extend(last);
compare_read::251::194.0483::            if (last == NULL)
compare_read::252::365.1171::               display_log(dp, APP_ERROR, "out of memory saving file");
compare_read::253::89.2634::         }
compare_read::254::92.4105::         else
compare_read::255::195.7884::            last = last->next;
compare_read::256::325.7484::         buffer->last = last; /* avoid the need to rewrite every time */
compare_read::257::154.2967::         end_count = 0;
compare_read::258::66.8364::      }
compare_read::259::259.9522::      avail = (sizeof last->buffer) - end_count;
compare_read::260::86.5967::      if (avail > size)
compare_read::263::141.9049::      end_count += avail;
compare_read::264::117.5521::      size -= avail;
compare_read::265::109.9323::      data += avail;
compare_read::266::42.8370::   }
compare_read::267::142.9227::   buffer->end_count = end_count;
compare_read::268::11.6412::}
check_chain_extensions::1::289.9173::static int check_chain_extensions(X509_STORE_CTX *ctx)
check_chain_extensions::2::33.1290::{
check_chain_extensions::3::230.7199::    int i, must_be_ca, plen = 0;
check_chain_extensions::4::107.9814::    X509 *x;
check_chain_extensions::5::152.5901::    int proxy_path_length = 0;
check_chain_extensions::6::81.8251::    int purpose;
check_chain_extensions::7::143.3496::    int allow_proxy_certs;
check_chain_extensions::8::221.5000::    int num = sk_X509_num(ctx->chain);
check_chain_extensions::9::73.2452::    /*-
check_chain_extensions::10::216.8621::     *  must_be_ca can have 1 of 3 values:
check_chain_extensions::11::269.4570::     * -1: we accept both CA and non-CA certificates, to allow direct
check_chain_extensions::12::258.5753::     *     use of self-signed certificates (which are marked as CA).
check_chain_extensions::13::266.1555::     * 0:  we only accept non-CA certificates.  This is currently not
check_chain_extensions::14::241.2826::     *     used, but the possibility is present for future extensions.
check_chain_extensions::15::256.0997::     * 1:  we only accept CA certificates.  This is currently used for
check_chain_extensions::16::216.9667::     *     all certificates in the chain except the leaf certificate.
check_chain_extensions::17::61.4401::     */
check_chain_extensions::18::153.3148::    must_be_ca = -1;
check_chain_extensions::19::124.1884::    /* CRL path validation */
check_chain_extensions::20::133.2711::    if (ctx->parent) {
check_chain_extensions::21::179.9513::        allow_proxy_certs = 0;
check_chain_extensions::22::240.8073::        purpose = X509_PURPOSE_CRL_SIGN;
check_chain_extensions::23::79.3524::    } else {
check_chain_extensions::24::151.2339::        allow_proxy_certs =
check_chain_extensions::25::444.0363::            ! !(ctx->param->flags & X509_V_FLAG_ALLOW_PROXY_CERTS);
check_chain_extensions::26::190.4581::        purpose = ctx->param->purpose;
check_chain_extensions::27::51.4159::    }
check_chain_extensions::28::225.1710::    for (i = 0; i < num; i++) {
check_chain_extensions::29::115.2668::        int ret;
check_chain_extensions::30::273.6128::        x = sk_X509_value(ctx->chain, i);
check_chain_extensions::31::402.3199::        if (!(ctx->param->flags & X509_V_FLAG_IGNORE_CRITICAL)
check_chain_extensions::32::108.4367::            && (x->ex_flags & EXFLAG_CRITICAL)) {
check_chain_extensions::33::412.9907::            if (!verify_cb_cert(ctx, x, i,
check_chain_extensions::34::593.6965::                                X509_V_ERR_UNHANDLED_CRITICAL_EXTENSION))
check_chain_extensions::35::194.9532::                return 0;
check_chain_extensions::36::87.4628::        }
check_chain_extensions::37::431.3622::        if (!allow_proxy_certs && (x->ex_flags & EXFLAG_PROXY)) {
check_chain_extensions::38::359.4864::            if (!verify_cb_cert(ctx, x, i,
check_chain_extensions::39::586.2964::                                X509_V_ERR_PROXY_CERTIFICATES_NOT_ALLOWED))
